time(ps)	counts
847200000	147
847600000	109
848000000	87
848400000	95
848800000	99
849200000	81
849600000	86
850000000	69
850400000	84
850800000	67
851200000	68
851600000	66
852000000	80
852400000	68
852800000	43
853200000	64
853600000	64
854000000	52
854400000	57
854800000	64
855200000	68
855600000	56
856000000	75
856400000	62
856800000	76
857200000	59
857600000	52
858000000	52
858400000	54
858800000	62
859200000	54
859600000	43
860000000	44
860400000	54
860800000	66
861200000	59
861600000	42
862000000	62
862400000	40
862800000	63
863200000	44
863600000	49
864000000	61
864400000	58
864800000	75
865200000	63
865600000	61
866000000	39
866400000	50
866800000	62
867200000	52
867600000	38
868000000	48
868400000	49
868800000	54
869200000	48
869600000	47
870000000	43
870400000	51
870800000	57
871200000	58
871600000	47
872000000	48
872400000	45
872800000	50
873200000	56
873600000	43
874000000	48
874400000	51
874800000	62
875200000	61
875600000	54
876000000	48
876400000	12
876800000	10
877200000	8
877600000	5
878000000	5
878400000	12
878800000	8
879200000	10
879600000	8
880000000	6
880400000	6
880800000	6
881200000	7
881600000	8
882000000	9
882400000	5
882800000	6
883200000	10
883600000	10
884000000	13
884400000	8
884800000	10
885200000	9
885600000	2
886000000	5
886400000	6
886800000	6
887200000	7
887600000	8
888000000	8
888400000	8
888800000	8
889200000	6
889600000	10
890000000	7
890400000	13
890800000	3
891200000	5
891600000	9
892000000	8
892400000	9
892800000	3
893200000	8
893600000	6
894000000	8
894400000	3
894800000	6
895200000	5
895600000	3
896000000	1
896400000	9
896800000	9
897200000	10
897600000	8
898000000	9
898400000	2
898800000	5
899200000	5
899600000	6
900000000	5
900400000	9
900800000	5
901200000	6
901600000	6
902000000	6
902400000	5
902800000	5
903200000	8
903600000	4
904000000	10
904400000	4
904800000	7
905200000	12
905600000	7
906000000	7
906400000	6
906800000	7
907200000	10
907600000	6
908000000	11
908400000	11
908800000	7
909200000	4
909600000	13
910000000	9
910400000	4
910800000	9
911200000	7
911600000	4
912000000	5
912400000	6
912800000	15
913200000	10
913600000	8
914000000	7
914400000	7
914800000	7
915200000	6
915600000	6
916000000	6
916400000	6
916800000	7
917200000	3
917600000	4
918000000	8
918400000	7
918800000	5
919200000	10
919600000	11
920000000	9
920400000	6
920800000	6
921200000	10
921600000	3
922000000	11
922400000	7
922800000	11
923200000	14
923600000	11
924000000	9
924400000	4
924800000	10
925200000	4
925600000	6
926000000	9
926400000	12
926800000	9
927200000	10
927600000	6
928000000	8
